Initial Velocity, Mean = 0, Std = 1
0.425385,0.775223,-0.640769
-0.445772,2.1412,0.0887061
-0.45043,0.536598,0.0464453
1.38374,-0.285316,-0.47092
1.64006,-0.799104,0.499685
-2.21365,1.63064,0.643488
0.770435,0.334433,0.013635
0.807902,-0.130806,0.208594
-0.165228,-0.498526,-0.682552
-0.24928,-0.0233167,-1.44115
0.180652,-0.873472,-0.571348
0.838718,-1.21855,-1.04478
0.29577,-0.283008,0.285596
-0.532133,-2.22127,0.174295
0.950179,0.19025,-0.0710505
0.196586,0.472286,-1.27175
-0.966105,-0.000177813,-2.24478
0.804251,-0.755656,-0.721144
-0.661928,-0.229943,-0.756163
0.24623,0.404115,-0.0801087
-1.14108,-0.310671,-1.20238
-1.62768,1.03976,-1.19207
-1.05149,0.232322,1.09724
-1.28866,-0.60992,-0.338504
1.43872,1.35568,-1.69285
-0.397268,0.0282553,0.657373
-1.41318,1.77646,-2.12951
-1.44626,1.14799,-0.248034
0.479669,-0.272536,0.755944
0.0040181,1.30426,0.406024
-0.38961,0.420718,-0.0699122
0.923112,0.305616,-0.194554
-0.95528,0.882328,-0.448275
-1.34304,-0.412724,1.19647
0.180271,-0.309924,1.81973
-0.647639,-1.41255,-1.00094
0.450364,-0.461895,-1.29547
1.00182,0.853944,-1.70812
-1.96148,-0.113567,-0.410977
-0.345952,1.32309,-0.486431
1.70497,0.902101,-0.0234218
-0.562555,0.0607304,-0.793387
0.254249,0.911776,-0.917816
0.661108,0.043959,1.16823
0.713188,0.622033,-1.36345
-1.50725,-0.478014,-0.283349
0.196219,2.55749,-1.55344
-0.0499327,-0.0565637,-0.371269
-0.917422,0.0144082,-0.230616
0.0356242,1.98984,0.940682
0.871363,-0.689007,-1.8918
1.59528,1.29893,-0.158008
0.00534354,-0.377383,1.15291
-0.374072,-0.769513,-0.0300375
-0.933863,0.127577,0.12433
0.186352,0.166928,0.0105468
1.04411,1.10903,0.983394
0.0948474,1.12973,0.745432
1.00425,0.0249047,-1.15616
0.632947,0.847083,-0.0578843
-0.566638,0.204076,0.566588
1.46388,-1.2649,-0.287692
-0.518864,-0.271775,-0.806715
-1.41031,0.0002102,0.222163
-2.00719,-0.47898,-0.745054
-0.247871,-1.18172,-0.132458
-1.20822,1.07855,1.48506
0.695688,0.319473,-0.20405
-0.157964,-0.460466,1.17834
2.52639,0.474575,-0.686582
-0.0317205,0.377588,-0.307989
0.189352,-0.768731,-0.259732
-1.53835,0.7035,0.736871
1.03186,-0.353533,1.2336
-1.06031,-1.23869,0.381509
-1.34824,-1.06421,-0.275061
1.87507,-0.745655,0.0242674
-1.19166,0.539224,0.267732
0.972911,0.709156,-0.570692
-0.172075,-1.24055,-0.00941018
-0.841721,0.836631,0.280227
1.32591,0.573099,0.814636
0.682593,1.02619,1.24865
-1.48564,-0.928538,-0.408951
-1.82597,-0.0554281,-1.64049
-1.29252,0.616273,-0.642592
0.814467,1.27815,0.471353
2.70904,-1.36521,-1.20595
-0.27171,2.54092,0.0460143
0.426364,-0.0568043,0.918674
-0.618409,2.13405,1.675
1.47766,-0.442372,-1.65532
-2.15128,1.28551,-0.109754
1.22115,1.58029,0.983077
-0.161265,-0.409344,-0.359275
-0.342023,1.14788,2.43059
0.078218,-0.554656,-2.31082
0.0690814,0.2319,1.37767
-1.06206,0.0391773,-0.373264
0.930841,-1.52639,-0.323131
-0.548561,-0.233101,-0.792345
0.396477,1.38864,-1.34875
1.22545,0.146366,-0.753717
0.897944,-1.07251,-0.77911
0.401012,0.273837,-0.604349
1.15241,-0.549021,1.0976
1.73864,0.818903,1.45016
1.32456,-1.48843,-0.231513
0.288875,0.705697,0.676459
-0.010081,0.146531,0.861813
-0.410751,0.87984,-0.448479
1.04952,0.0429296,-0.445554
0.282719,-0.643923,0.281661
-2.05882,-0.782351,0.544729
-0.258768,0.843177,0.582693
0.992815,-1.4174,0.382337
0.940007,-1.70323,-0.525023
0.253915,-0.0670276,-0.87074
-0.540301,-0.480157,1.53747
1.3989,1.60788,-0.643071
0.974343,0.479813,-1.54774
-0.128203,0.148543,-2.55987
2.13205,0.217664,-1.64973
-0.182702,-0.683913,1.41046
0.335487,1.35256,1.85868
0.777178,-0.370319,-0.525497
0.943296,1.8972,2.23452
-0.880387,-1.08112,1.51801
1.7955,-2.05384,-1.36783
0.51583,-0.374444,0.229752
-0.996884,-1.19319,0.0675608
-1.77338,0.296496,-0.0148477
0.257089,-1.06372,-1.79134
1.13695,0.0888906,0.803661
-1.7826,-0.57416,0.736552
-1.29222,-0.783289,-0.807988
0.155567,-1.07127,-0.426689
0.98457,2.03687,-1.23466
-0.067423,0.849958,0.702537
-1.05825,-0.761091,1.11484
0.0410244,0.254118,1.33236
0.41042,-0.343407,-0.92472
-0.239678,-1.18888,-0.0950674
-0.433287,0.281221,0.603012
1.93232,0.296106,-0.668504
-0.101327,0.314651,-0.28759
-0.935432,-0.663181,0.851062
-0.463423,0.281803,-1.04783
-1.38099,-0.383186,0.197913
0.607204,0.607559,-0.290226
1.04374,-1.03621,1.37164
-0.481177,0.391603,2.09123
0.463121,0.150141,-0.199733
-0.366785,-0.416682,0.811878
-0.401542,0.902817,0.887979
0.868828,-0.192985,-0.200533
0.456787,1.89029,-0.628099
-1.45363,-0.0325938,0.654117
-1.71792,0.453406,-0.318467
1.25988,-0.3192,1.68394
-0.663876,0.421795,1.64143
0.153683,0.892524,-0.898271
-0.38068,-0.196319,0.443768
1.99106,0.42561,1.6327
1.21708,0.239872,-2.19237
0.970869,-0.0675393,1.10601
0.242261,-0.0291197,-0.389803
0.628189,-0.503637,0.164733
0.366637,0.613651,0.164642
1.07781,-0.434877,0.0628632
0.889038,1.704,1.13707
1.41256,0.255587,-1.43356
-2.16264,0.5484,-0.262059
1.17046,1.43571,1.07472
-2.92194,1.24748,-0.325402
1.26591,-0.967127,0.809426
-1.65483,-0.0406765,0.132467
0.0806622,-0.165496,0.619091
1.91394,-0.380972,0.374293
1.0959,-0.860481,2.73812
1.16542,-0.857158,0.0382067
1.51484,-1.27331,-1.39593
0.0663931,-0.0765408,-0.672595
-0.956691,0.694481,1.00369
1.60866,0.0701606,1.9939
-0.813304,-0.735443,-0.240273
-0.957748,0.65016,0.182186
-2.22647,0.714043,2.18473
0.380154,-1.05286,-1.68073
-1.29491,-1.79279,0.132037
-0.530754,0.00982153,1.8992
0.291878,1.78991,-0.364225
-0.0156641,0.36382,1.02048
-0.0141373,1.77404,0.800668
0.428654,0.327242,-0.0164318
1.24547,0.48246,1.45551
-1.54201,0.0597344,-1.03025
0.125949,0.598926,1.20694
-1.52514,-0.913714,-2.35232
-0.406669,-0.488565,-0.437482
-1.04287,-0.795346,-0.383167
-0.128068,2.18742,0.691718
0.251267,0.291818,-0.3428
1.28924,0.292098,-0.901257
1.43194,-1.03979,0.68509
-1.92636,1.40431,-0.397805
-0.0783436,0.153019,-1.83299
-1.14288,-1.88091,0.537016
0.790851,0.437586,-0.659151
2.73321,2.20813,2.1215
-0.664044,1.00972,-0.183845
-0.263399,1.5073,0.898464
1.85921,0.574873,0.266692
-0.0839836,-1.43597,0.830545
-1.07492,1.64817,-0.540503
2.93088,0.158928,-0.399937
-0.993808,-1.58996,0.789071
0.863587,0.569502,0.475924
0.106065,0.668149,-0.743734
-0.886762,0.301647,0.866593
0.334128,-1.26251,-1.202
0.795315,0.0832708,1.36703
-0.625725,2.12911,-0.247484
0.181319,1.26661,0.10093
-1.24607,-0.198686,-0.366746
0.529657,-0.00397901,-1.43122
-0.122122,1.4269,1.20077
-1.17095,-2.57512,-1.41138
1.57429,0.873139,-1.08725
0.836749,0.670105,0.42211
-0.153598,-1.16725,-0.13478
1.50244,0.92781,0.116399
3.67014,-0.2442,-0.135233
1.94474,0.0267901,0.261901
-0.808795,1.44469,1.28202
-0.509088,-0.0790941,-0.583146
0.693104,-0.842407,-0.579371
0.384283,-1.29875,1.55391
-0.510214,1.14025,0.0998478
-0.974579,-0.234695,0.0318503
-0.559894,1.47527,-1.85616
-0.61805,-0.392317,-0.0964936
-0.803003,-1.67721,-0.469819
-0.501112,-0.150165,-2.56977
0.689425,-2.0822,1.60931
-0.237315,-1.06974,1.47018
0.122745,1.35146,-0.825544
-0.142977,-0.212574,-0.192239
1.49034,-1.51841,-2.00762
1.07225,0.795907,-0.249151
-0.968296,-0.925622,-1.31236
0.478276,-0.577242,0.674897
-1.04924,0.0516973,-0.877878
-1.45069,1.10394,-0.59012
1.48791,1.54142,0.120925
-0.288627,0.228231,0.397687
-0.62017,-1.99788,-0.210159
0.542374,-2.35363,0.983221
-1.30251,-0.326101,0.421326
1.45435,0.209744,1.0072
0.382132,-1.49508,-0.555954
-0.0213561,-0.818136,-0.193279
1.05375,0.066265,-1.34029
1.09045,-0.24219,-0.471515
0.206008,2.10505,0.937337
-0.596555,-0.793653,-0.16756
0.913655,0.881619,-0.279974
-0.713252,-0.793024,1.20715
-0.579675,-1.06294,0.664141
-0.0609349,2.80163,0.706726
2.64696,1.59486,-0.337408
0.471205,-1.65065,-1.51645
0.483258,-1.08408,-0.311876
-0.0234219,3.69375,-0.279542
1.68015,-0.0523582,-0.480806
1.20366,-0.0796056,1.3745
-0.967754,0.418756,0.945542
-0.818638,-0.511764,0.606325
0.976167,1.17372,0.254817
2.20194,1.42486,-1.1444
-0.53839,1.23159,-0.837959
0.70172,-0.0878686,0.151779
0.391578,-0.729471,0.13156
-0.546269,0.797286,-0.0839087
0.769378,-1.05712,0.392001
-0.373908,0.171026,-2.23019
0.444016,-1.43911,1.75572
-0.573772,1.59932,1.80361
0.331266,2.27751,-0.604555
-0.745841,0.958648,1.34551
-1.81035,0.955166,0.755826
1.14549,1.54782,-1.03523
-0.261616,-0.97699,1.02596
1.52546,-1.71993,1.26842
0.115445,0.489161,0.922355
-2.31805,-0.886146,-0.295316
-2.68035,1.70809,0.382852
-0.528402,0.0679938,0.269658
-0.513915,1.31306,1.53827
0.530235,-0.277542,0.802374
1.19631,-1.29347,0.0141295
2.00117,0.92271,0.0163539
-0.0668212,-0.651087,0.12644
1.28026,-0.772151,-1.50188
1.50355,0.184359,0.429327
-0.0650321,0.225796,0.698957
0.119421,-2.93894,1.70545
0.78921,1.18578,1.05977
1.57821,0.816613,-0.206233
0.127912,-1.40709,-1.18441
0.455653,-0.792843,-0.877316
-0.169301,-0.413683,-1.3251
-0.856321,1.35336,0.830711
-1.15445,-0.721661,-0.366404
-0.473036,0.034577,-0.681619
2.81191,-0.299735,-1.73208
0.20653,-0.798317,0.543764
-0.332309,-0.299078,1.96134
-0.807898,0.404029,-0.394043
0.904393,0.759438,-0.155753
0.724547,-0.0839409,0.560789
1.17085,-1.99806,0.807591
0.679478,-1.51307,1.69288
0.0656997,-1.2191,-0.0425474
-0.47596,-0.984502,-0.0943692
-0.617619,-0.279492,-1.36831
-1.17009,0.792225,-0.245915
-0.821543,0.325303,-2.5407
-0.103917,0.357817,-0.146231
-0.173968,-1.29827,0.861708
-0.404766,-0.514104,0.075417
1.34478,1.28948,0.159033
0.124229,1.80129,0.340753
-0.546799,0.660939,-0.944795
1.87516,-0.951572,1.31182
0.868612,0.174656,1.06841
0.0202787,-0.308337,0.856032
0.931271,-1.21784,1.23337
-0.509918,0.960997,-0.7773
-0.0354912,0.93319,-0.150849
1.02217,-1.36893,-0.297471
0.6983,0.7543,-0.628251
-0.985005,0.0191979,-1.6727
1.18216,1.56022,-0.849378
-1.5024,1.2174,1.33825
-1.23628,0.205419,-0.701109
0.165197,-2.04806,0.352156
2.38683,-1.14393,0.57518
1.11389,-0.125565,-0.00407985
0.384289,0.393683,-0.615292
0.874753,0.0606022,-0.646492
0.143577,-1.978,-1.52588
0.864802,1.02002,-0.552651
1.31277,0.0213936,1.29542
0.323842,0.027329,0.56584
-0.997941,1.71108,2.89614
-0.930234,-1.95338,-0.727295
-0.817591,-1.14468,0.158331
-1.35351,0.161388,-0.332852
1.63041,-1.40964,0.492916
-1.09711,-0.497217,0.448585
-1.72178,-0.901039,-2.39593
-2.30001,0.997427,0.87446
0.0459312,-1.17862,1.87967
-0.409197,-0.298182,-1.49824
0.476679,0.181846,-0.275312
-1.38024,0.685467,0.459408
1.03338,1.21144,1.37532
0.647603,0.218742,-0.120929
0.288659,1.88754,-1.03958
1.01684,0.0219534,0.027273
1.12254,0.318034,1.96445
1.46856,2.53689,-1.92819
-0.902651,-1.26599,0.33614
1.77158,-0.236126,-1.84127
-1.43423,1.92029,0.920087
1.59655,0.980136,-0.900145
0.279112,-1.10253,-1.79584
-0.553108,-0.27299,-0.823468
-0.275332,-1.04457,1.41389
1.57134,0.215327,-0.0805462
-0.996038,0.675181,-1.70645
-1.16149,-2.55422,-1.72459
-0.0718803,-0.226364,0.381636
0.872021,-0.0774146,1.06095
1.24278,0.471453,-0.00143501
-1.05525,0.354681,0.180445
-0.700189,-0.485254,-0.103126
0.538213,0.135671,0.875511
0.449521,-0.29102,-1.99744
-0.171874,0.567431,0.618415
-0.163665,-0.285357,0.664611
-0.167113,-1.77157,-0.128461
0.269314,-0.429842,2.17066
-0.111956,1.08138,0.473045
-1.15823,-0.675971,0.580357
0.365935,-1.59448,-0.623285
0.294709,-0.637187,-0.149712
1.51693,0.0714348,0.427952
-0.265189,-1.58012,0.846288
-0.941924,1.58016,-1.22939
-0.35955,1.72969,-0.256906
0.268893,-0.975697,2.57672
-0.608991,-1.33732,-0.857056
1.60645,-1.41258,0.975127
-0.146977,0.851436,1.02017
-1.0822,-0.738705,-0.969765
-1.75202,-0.824638,-0.848265
-1.86839,0.253708,0.84356
-1.25383,-0.228037,0.0220744
-1.20571,1.13724,-0.929579
-0.448496,0.297162,0.058715
0.658496,1.54772,0.0802612
-0.287724,0.768744,-0.541542
-0.581366,1.03935,-0.846165
-1.04772,-0.514469,0.416369
-0.704866,0.284042,-0.639334
1.27342,0.778894,0.385356
0.717694,0.943555,-1.07521
0.519598,-0.984501,1.02797
-1.5713,0.395155,0.827841
2.09227,-1.12557,-0.0222302
0.260503,-1.70497,-1.89089
-0.594544,-0.0635412,0.843755
-0.479525,-0.427942,1.31646
-0.34646,-0.452993,-1.72441
-0.192256,-1.70872,-0.130762
0.832814,1.16458,1.35122
1.5032,-0.72209,-0.127866
1.31702,0.439367,-1.59984
0.384136,1.80998,-0.215066
-2.26595,-0.201012,0.565397
-1.54154,0.249251,-1.65534
0.31921,-0.0651542,-0.620068
-1.14956,-0.054844,1.51656
-1.38228,1.69292,-0.227314
1.46221,-1.86278,-0.0311309
-1.06512,-1.4743,-1.29472
2.50131,-1.58337,0.506141
1.73473,0.237569,-1.45152
-0.25337,0.380162,-1.30548
-1.04544,0.0269149,2.27784
-0.377549,0.0184374,1.64605
-2.04835,1.11423,-0.440215
0.273783,0.86127,-0.75699
1.84584,1.53145,-0.60097
1.22715,-1.31537,-0.0199594
0.915208,0.0485833,-0.099163
-0.225335,-0.0382239,0.176368
0.114683,-2.31554,-0.39108
-1.94031,-0.523576,-0.281628
0.667368,0.174336,0.375025
0.133311,-1.54864,0.237621
-0.607258,0.92864,1.2722
-0.0149709,0.673986,-1.11103
0.57075,-0.0416169,-0.392892
-0.199686,0.299999,-1.37765
0.717438,-0.0788434,2.50394
-1.48371,0.736546,0.340616
-1.5523,-1.32943,0.413486
0.682095,-1.3995,1.31301
1.64003,0.819905,0.788576
0.120327,-1.00827,-0.936591
-1.21244,0.53415,1.90268
-1.57523,-0.984558,0.977636
-1.31736,-0.0720272,-1.10483
-1.85413,1.37697,1.4856
0.369115,-0.745596,0.569224
0.776778,-0.473702,2.17207
1.91828,-0.909506,0.713046
-1.42384,-0.638735,0.912168
2.34064,-0.540894,-0.614181
0.144018,-1.39201,0.258653
-0.63811,0.177458,-0.517608
0.177336,0.672595,0.549311
-0.626366,-2.70597,0.742176
-0.374958,0.497886,-0.25518
1.76743,0.127644,-0.1138
-0.264171,-1.94246,-0.155204
0.456245,-0.153645,-1.61799
0.81497,-0.156541,-0.849842
0.156728,0.268113,-0.433788
1.19788,-0.113209,-0.856076
0.606646,-0.995154,-0.826663
0.945646,0.828616,0.814198
0.973336,-0.0847545,1.80377
1.8439,-0.158873,0.15326
-0.117568,-1.1729,1.18172
2.41034,0.338567,0.314928
0.0471778,1.71237,-0.718078
-0.442635,0.256572,-1.29086
0.670421,-0.0124205,0.255722
-0.356319,0.802692,-0.465703
-0.156236,0.657701,-0.600828
1.50584,0.0598669,-0.579926
-1.83785,-0.173933,1.38238
0.958665,0.253833,-1.26341
-1.65321,1.16774,-0.7676
-0.88305,-0.00128067,1.75016
-1.66828,-1.43641,0.836684
0.396523,-0.980192,1.12296
0.526725,-2.3941,0.588563
0.0731259,-0.790318,-1.52873
1.05783,0.156684,-1.86352
-0.764359,0.000739371,0.927427
-1.3361,1.06725,0.227388
0.218244,0.418785,0.502836
0.86688,-1.38795,-0.45514
-1.04234,0.132727,2.08301
0.583791,-0.777015,-0.132846
0.1193,0.506682,0.865276
-0.245186,-1.51391,0.842945
0.911934,-0.171498,1.24958
0.541759,0.684185,0.67567
0.456131,-1.20402,-0.81196
1.26157,0.632509,0.314605
0.7371,0.498344,-0.792406
0.62646,0.922115,-0.99096
0.730062,0.275918,0.945193
0.526819,-0.217425,-0.588232
0.225239,1.89225,2.61088
0.842078,1.01854,-0.23248
0.936689,-0.868029,0.555006
-0.380665,-0.219812,0.851057
0.582725,0.617291,1.48061
0.0452069,-0.181831,0.724763
-0.881866,-1.21336,0.0901619
0.51718,-0.663295,-0.22432
0.100114,-0.594491,-0.633014
1.20001,0.328434,-0.0912743
-1.03406,0.773804,-0.441961
2.01131,1.78261,0.262724
-0.757399,-0.521952,0.309748
-0.12498,0.386128,0.376406
-1.03217,-0.731082,-0.652128
-1.3711,0.931551,0.185611
-1.25689,0.0448875,0.810324
-0.502681,-0.0726849,0.322227
-1.34951,-0.286703,1.42025
-0.320025,-0.432141,-1.39825
0.457469,-0.685573,1.21194
0.739093,-0.203113,1.30036
0.95664,-0.126047,-0.396837
-1.08084,-1.1577,-0.892176
0.301264,1.54288,-0.345875
-0.492,0.497523,0.793182
1.09408,-0.824546,0.632352
0.407603,1.29369,-0.541296
-0.370713,0.16316,0.98703
-1.81098,-1.64206,-1.12902
-2.00262,0.31067,0.771482
1.33555,-0.0931893,-0.401108
0.19264,-0.762207,-0.156253
1.42297,1.38687,0.0576499
-0.41361,-0.970902,0.53658
-0.670732,2.55727,-0.0439571
0.0991846,-0.649138,0.222386
-0.310798,0.491169,0.44122
-0.54165,-1.78038,-0.786583
0.0824524,-1.20018,-1.56985
-0.706726,-0.458224,-0.907406
0.474183,1.72752,-0.340862
-1.52088,-1.57104,-0.0858775
-1.77115,-0.182338,1.66264
-0.350822,-1.20202,-0.363037
-0.64039,-0.560983,0.0595293
0.901001,1.34481,0.433245
-1.42877,-1.75651,1.44361
-0.451741,-1.22151,-0.518421
-0.613884,-0.301231,0.0168847
0.0549743,0.677717,0.838147
0.863767,0.921051,1.29325
-0.121618,0.260313,0.957399
-0.319733,0.17153,0.303065
-1.83523,0.653765,-0.556894
-1.88601,0.0677819,-0.118167
-1.3537,1.3108,0.308758
0.412571,0.924883,0.752633
-0.601258,-0.185546,-0.920354
-0.829362,1.36539,-0.958566
-0.195294,0.17032,0.24425
-0.583116,0.299562,0.160105
0.277607,0.0301122,0.0531643
-0.334097,-1.87762,1.72833
0.993358,1.39957,-0.0538078
-0.17001,-0.345765,-0.270524
0.00703667,2.12291,1.5673
1.16829,-2.23169,0.162152
0.753465,-1.14086,-1.15658
1.70622,-2.58246,0.465743
1.85992,-0.16222,-0.582233
0.678164,0.75494,-0.781243
0.924563,-0.381952,1.34105
-0.621829,1.28307,1.19816
0.0336721,-0.611223,1.58966
0.786939,-1.60344,-0.927352
-0.559175,0.0596156,1.15879
1.43931,-1.03725,0.324593
0.0914081,0.276408,0.197911
-0.415088,0.934137,-1.61347
0.970734,1.79941,0.0116366
1.60283,0.781753,0.992201
-0.75604,-0.395382,-1.6503
0.488686,-0.75638,0.381878
2.28024,1.44798,0.797277
-0.151112,-0.406827,1.30819
-1.14692,-0.436963,-1.55625
0.648234,-1.21663,0.185269
0.736717,-0.915666,-0.92426
-0.244024,-1.31894,1.18322
-2.17239,2.41391,0.0761178
0.635766,0.670102,0.286007
-0.217796,0.4308,0.00400997
0.417183,-0.518678,-0.141433
0.110322,0.0831906,-0.283918
-1.44954,1.22487,-0.0295913
0.0397808,-0.809775,0.985914
0.361462,-0.479128,1.07398
0.288783,1.37128,1.59654
-0.748645,0.08653,0.665735
0.234079,-1.07505,0.382635
0.964221,1.28511,-0.237785
0.445695,-0.315777,-0.598455
-0.1288,3.15997,0.432808
-0.905287,0.984022,-0.384704
0.166657,0.346456,-0.181383
-2.09976,0.242718,0.378689
1.07721,1.17221,-0.73587
-1.89776,0.0308958,0.799604
-0.885983,-0.260371,0.130431
-3.11267,1.63142,0.716183
-0.0521234,1.2601,1.16324
0.0472574,0.972945,-0.893905
0.352342,-0.823231,-0.00877189
0.570399,0.668904,0.299836
1.69244,-0.169169,-1.24001
-0.249483,-0.326232,0.370068
-0.244732,1.30039,-0.537597
1.50249,1.7181,0.168885
-0.85854,-0.327905,0.605371
-0.890831,-0.0925152,0.308475
0.299295,0.917136,0.98196
-1.14847,-1.39646,0.475841
0.298173,-1.58253,0.223915
0.75561,1.04332,0.469328
-0.750391,2.79192,0.171129
-0.881399,-0.89815,-0.29782
-2.03757,0.949189,0.855871
0.0977835,0.234026,1.06055
-0.620158,0.878732,0.926705
0.738844,-0.912935,-1.04927
-2.04856,-1.39835,0.382994
0.388818,1.11803,-1.51963
1.39812,-0.370508,0.455177
-1.58207,-0.413287,0.233366
0.924319,-0.823365,-1.27373
1.94158,1.07546,0.448738
-0.849973,2.20495,1.46208
0.995508,-0.227102,1.082
-0.956953,0.975628,-0.415098
-0.983932,0.465078,-1.19832
-0.444977,-0.436373,1.61444
0.140171,-0.416502,-1.38848
0.892255,0.81772,0.279668
0.287191,-1.44573,0.795955
-0.0400533,-0.250692,-0.849378
-0.282131,0.14834,0.741083
-0.514325,-1.39288,1.11947
-2.00065,1.17096,-0.582159
-0.664934,-0.287211,-1.5458
-0.62319,-1.06162,-1.52505
0.15445,1.08607,-1.52647
0.633562,-1.92867,0.496927
-1.31785,0.0470439,0.133088
-0.196159,-0.870073,-1.15158
1.16362,0.222747,-1.20731
-1.17768,1.06639,-0.472351
0.426053,0.527689,0.647727
0.241897,1.49739,0.154413
1.35112,-0.65412,-1.20244
0.371854,0.453018,-1.07979
0.179112,1.6413,1.61842
-1.19317,0.132638,-0.11265
-0.262866,-1.03805,-0.0010959
-0.286514,-0.299576,-0.827993
-1.51115,-0.238197,0.427059
-0.14754,1.0512,-0.393716
-1.37944,-1.03486,1.26707
0.627383,0.627273,0.777283
-0.64223,-1.09672,-0.749438
-0.518214,-1.71403,0.117456
1.95011,1.24132,1.33638
-0.489575,0.808628,-0.640396
1.38463,-1.51301,-1.18941
-0.0110799,0.243335,-2.01066
-0.333547,-1.35701,-0.165745
-1.41031,0.843089,-0.00753625
-0.426377,0.129558,-1.59586
0.282421,-0.0919552,-0.875234
1.64789,-0.977518,-0.71932
-0.435298,-0.519964,-1.06664
0.166209,0.66629,-0.636667
0.827022,0.993681,1.06184
-1.73982,0.348172,1.08264
0.412708,-0.868671,-0.185023
0.717951,-0.794013,-0.064415
-1.10258,0.702378,0.0219847
0.385269,-0.373068,0.96175
-0.04569,-0.606821,-0.819155
-0.490211,-1.02873,-0.958843
-0.298476,-0.818852,-0.868401
-1.96942,-1.07612,-1.95543
0.348299,0.0748513,0.569625
-0.0797387,-0.595634,-1.04123
0.622635,-0.515836,-1.62751
-0.587348,-1.4749,-0.16242
-0.526641,0.802769,-0.935881
0.905487,-1.68254,0.126862
0.681938,1.19919,0.898325
1.37402,-0.741831,-1.36479
-0.539464,-0.152342,-0.359261
-2.39698,-1.78614,-0.396679
0.828016,0.30656,0.0488511
-0.217167,0.147318,0.424041
-1.04428,1.37216,0.951695
1.09339,-2.06916,-0.938653
-0.917425,-2.11067,-0.151755
0.256919,0.35148,2.4791
-0.24066,-1.27114,0.480125
-1.46566,-0.415186,-0.0985549
-1.44576,0.304694,1.04814
1.04134,-0.68825,0.782154
-1.32173,1.41348,-1.81838
-1.45681,1.26611,-0.019074
0.758116,1.01332,-0.97331
1.27674,1.18696,0.434327
0.687449,0.897185,0.604649
0.228755,0.561971,-1.09302
-1.1691,-0.00291776,0.918149
-0.03385,-0.750992,-1.34978
-0.155154,0.465656,1.64513
1.43144,0.460991,-0.184549
-0.503394,1.14713,-0.409014
0.374555,-0.522183,-1.45343
0.664895,0.413036,-0.421646
0.0520664,0.957846,0.662328
0.0134835,-1.27144,-2.01408
1.37394,0.301306,0.773874
0.721149,-0.674923,-0.0799146
-0.171451,-0.439352,0.839446
-1.42831,0.929244,1.08366
2.18021,-0.425554,-0.268854
-0.0205669,-0.509174,-0.850277
-0.866327,0.973448,1.81753
0.267348,0.203742,-0.477163
-1.50265,-0.0963361,0.454483
-0.159603,1.72791,-1.17488
1.1266,-1.39111,-0.0489043
1.3652,-1.50251,1.40984
-0.350599,2.16793,-0.656012
-0.802146,-0.224937,0.89326
-0.710966,1.06968,1.16424
1.23941,1.97912,0.677435
-0.828178,0.365749,0.488703
0.00118933,0.921982,-0.458604
0.401274,0.602443,-0.253832
0.410103,1.57523,0.708481
-0.424424,-0.781722,1.15821
0.799718,-0.507879,0.612105
-0.793969,-0.33199,-0.0726678
0.19286,1.54294,-0.337841
-1.87218,-0.0260316,-0.494414
1.15804,-1.58052,-0.926128
-1.30114,-1.33711,-1.57677
-0.179683,0.351259,1.29748
-0.808865,0.370356,0.0838392
