Initial Velocity, Mean = 0, Std = 200
257.131,96.624,354.935
355.355,-5.81791,-32.8427
159.274,303.285,-21.3799
207.393,-284.691,238.769
-91.3838,-120.034,-42.4922
1.77598,181.764,122.262
237.566,-134.283,201.64
138.992,151.896,264.68
-52.9521,-181.458,-305.3
-198.904,90.0453,257.474
147.117,120.613,166.952
96.7941,225.168,272.348
197.279,382.61,41.2329
-167.368,120.427,190.457
-222.263,194.998,-226.193
187.942,49.6865,-95.7855
-20.0893,-444.314,137.809
-202.562,272.701,490.488
-26.5413,-154.473,-137.018
-206.089,-40.9613,67.5745
-242.65,-19.0765,28.7937
-156.548,-154.173,-179.569
75.5956,-202.015,71.9186
-251.944,25.9829,457.206
-271.281,14.2239,-193.037
67.0931,-62.4215,-269.347
-20.891,-48.3192,23.5079
-202.996,34.9739,-97.4013
54.786,-143.906,-82.4448
148.633,192.679,-51.4986
-73.482,435.423,183.799
-55.3794,-29.3874,103.842
-37.8834,103.541,352.916
-17.7279,-10.3361,232.175
-461.948,218.064,132.543
-155.259,-129.442,17.024
-205.697,216.377,128.049
34.3836,-3.99872,-391.692
120.325,-273.278,154.8
102.199,-13.8608,227.009
-72.4847,389.841,-52.1056
-173.343,-39.7992,112.305
196.311,119.982,-154.616
138.805,-330.682,-183.269
-191.286,-200.562,-37.4303
-638.889,-23.494,-171.077
210.316,237.39,137.906
-427.693,-244.547,-352.705
42.2605,-123.407,-154.53
-135.623,-113.695,-51.8763
-129.394,-21.9277,-67.8688
-375.513,-163.749,-111.215
156.69,219.649,-322.249
-46.5842,-161.991,204.46
-101.499,-238.827,192.118
-183.112,246.726,-249.805
-88.498,-223.184,-59.2937
-141.917,29.8723,425.832
-203.791,147.236,75.4626
201.414,-273.993,213.616
64.4615,26.4239,-122.07
-281.46,134.01,-295.995
126.172,214.646,180.572
-193.126,-78.5533,99.4419
-103.651,-224.452,176.734
-37.0511,-49.7149,191.744
169.064,-45.3107,-326.384
192.147,-267.671,-431.898
-645.101,85.7477,41.6594
-262.339,77.9918,-41.0387
68.6372,-282.946,327.431
484.695,-226.65,180.176
-51.3108,66.9979,-121.259
-99.0254,-100.832,-278.269
-75.2109,532.588,-25.9155
272.034,133.387,-117.016
106.976,-9.63055,7.49445
-132.401,-29.6936,-218.729
-185.849,66.7891,-47.1353
403.5,179.33,249.648
381.334,172.427,201.925
-298.358,-164.877,-221.337
26.8799,56.4803,-165.822
-261.46,86.9853,-27.31
19.0876,25.3173,172.678
6.44931,109.662,258.732
438.926,-208.959,-72.8944
247.738,115.706,-44.5707
-45.17,124.316,223.392
-33.7978,-153.026,163.597
-287.583,440.47,-26.2672
106.037,-86.4276,16.3134
77.8755,153.484,-407.68
181.143,156.549,-91.4784
244.092,-333.631,-167.592
307.318,-72.2741,108.817
1.58781,281.17,109.277
-352.688,-139.681,-30.5971
-51.5993,-23.2937,-626.15
-181.491,-134.089,174.606
53.9812,-169.564,0.14254
-130.277,-50.7078,4.26345
17.4338,261.239,123.306
25.3012,249.945,151.368
68.8908,507.197,53.9923
-180.796,43.9015,79.5239
70.3892,16.4068,-141.532
-51.3107,120.84,-257.413
314.136,-147.443,-82.1176
-240.3,-117.068,2.49113
-95.6077,20.8196,-145.23
245.959,-225.41,-85.254
195.584,-519.978,-16.1383
-77.86,109.225,163.323
-140.616,273.477,71.2818
739.451,60.438,-53.7206
-154.298,223.627,98.3088
-125.675,155.628,-117.699
122.854,140.749,-98.4224
-131.235,-126.733,-172.079
-177.296,12.6465,-80.1294
-162.604,252.67,-127.406
-30.3785,4.97039,112.563
-31.7812,249.206,-303.279
-36.717,-76.3734,177.038
498.042,291.968,5.8279
-40.563,205.308,-64.6254
-14.5623,172.14,454.859
97.1562,33.7144,-100.512
224.285,-124.283,-264.217
192.11,-53.7331,-97.1013
-164.144,-179.585,40.2956
-229.251,77.8348,-320.043
-353.125,361.003,-136.175
-18.7264,-251.722,264.238
219.918,-256.66,-184.49
308.848,47.0163,-353.142
475.293,-232.116,-70.4143
118.928,-176.485,-105.366
422.903,-276.618,-37.1929
-92.3373,-346.685,-165.825
18.7052,-1.1819,-33.3472
31.9691,230.848,-3.493
-151.197,-239.98,2.38807
-223.394,-190.749,458.631
-157.837,80.7332,-25.859
158.904,340.757,59.9584
221.495,-20.2698,344.64
138.831,-37.3372,418.681
252.585,-103.073,-183.979
3.56346,-120.355,-260.281
-92.0306,-94.8035,28.895
59.1917,-80.8775,163.487
-102.926,-78.6677,-192.525
174.636,-99.128,-11.433
-7.86408,-24.259,8.91226
-36.542,-116.439,111.298
207.91,14.0203,58.8134
58.9748,45.4181,24.991
-212.283,-335.561,329.316
-155.938,90.0404,-259.823
-42.7717,-140.682,-74.7974
-68.3441,14.0837,207.805
-129.212,209.773,169.952
401.843,129.809,211.371
-54.6945,-34.9992,201.281
-70.7332,113.131,-47.8959
-331.054,-298.228,-160.434
-243.707,-136.447,109.329
190.681,231.791,-361.513
116.823,-250.06,-484.541
-7.76145,272.477,145.747
342.154,56.3747,-114.251
-201.093,86.8453,-156.506
292.246,-15.3564,219.615
-232.246,138.733,355.763
59.0189,37.1828,-19.8179
-52.6618,-64.1886,-19.4133
17.7422,-154.079,12.2159
73.9825,-10.5086,-440.474
76.4544,130.525,170.278
-39.1103,79.2036,-196.028
-174.11,-204.808,-45.5533
10.4428,-31.7954,-78.3262
277.214,-32.0752,37.2371
-211.249,-176.365,186.392
106.593,103.506,144.903
-131.306,2.59481,-30.9862
10.5455,-233.812,-168.178
-229.671,30.5383,-23.418
-268.562,-11.4625,419.325
132.478,78.6584,306.848
-79.9603,77.5963,-550.126
-258.369,80.9761,-259.88
21.3281,30.2562,-219.305
-120.216,-186.728,-139.824
-74.1016,254.432,-337.519
-287.135,-444.695,-157.839
-63.9458,-281.123,-38.0226
64.3284,-232.822,170.556
-145.166,310.409,76.798
131.142,-221.852,36.6743
-102.553,-241.535,230.848
-128.254,-195.812,137.773
-167.961,24.1856,80.07
-88.9711,92.8313,-221.586
144.069,-276.557,475.986
-239.341,-81.5859,-265.308
90.2297,-5.86375,-432.496
-117.155,-303.826,681.723
-57.6417,84.8608,-167.985
121.271,59.019,-264.618
26.0792,-228.622,68.6712
261.914,49.5734,107.096
15.2527,-330.645,-147.44
56.9082,-202.4,64.9504
-151.951,-264.822,208.388
-253.041,-116.619,133.462
-322.584,-161.373,-79.5939
-265.962,-159.105,329.979
-113.368,-247.324,-156.286
153.93,142.913,83.1875
-41.1937,-70.9992,280.27
-448.897,-299.014,-200.239
-102.889,-349.198,248.637
-88.7694,-126.643,-244.72
83.9811,52.6137,-231.046
-1.68909,-30.715,-83.9572
-146.695,-48.2947,112.136
315.982,18.905,-310.242
193.1,192.342,-143.721
-36.1665,148.326,-3.27757
-491.647,90.4334,-194.721
-131.206,169.451,3.0303
372.274,146.413,-100.252
-229.6,230.699,131.521
-98.2457,-332.518,-154.205
-29.1162,-49.8824,202.046
2.75228,234.762,-102.061
-154.828,393.314,326.462
236.987,133.137,205.347
335.672,-132.423,251.351
-98.0239,-112.184,199.194
-78.5266,28.3327,91.8232
42.1782,-231.118,-265.761
-54.4493,120.399,273.419
-321.003,-361.254,-3.76723
-299.313,97.5265,37.2899
-403.619,-50.2943,127.251
89.7035,-94.736,-108.197
77.8427,423.639,-175.893
-655.287,-306.185,-187.244
-216.781,-480.01,-92.9443
-118.612,25.5079,89.8389
-37.5965,103.061,94.0764
187.919,-5.62496,558.324
118.552,-525.989,252.588
-222.833,-100.491,-86.4078
191.848,110.644,-167.496
-221.081,-65.6707,77.7956
-213.108,373.489,-112.35
88.6889,-9.25724,-41.9344
-101.661,-415.439,-166.342
74.9082,-71.617,-214.694
-321.868,-67.5806,218.944
-168.003,-174.693,-174.556
106.146,-73.5151,-139.442
-234.079,-134.002,-151.849
-333.833,-41.3632,-62.4099
-81.178,250.346,-47.4766
-139.364,-54.0813,27.8498
103.878,74.0206,-66.8234
162.387,219.539,-125.627
139.329,24.2235,-75.7839
105.347,-455.444,57.9152
-42.3884,-81.9616,120.493
233.923,-233.03,-63.577
157.78,-55.3488,19.2485
280.667,186.637,277.292
-42.3769,-89.9803,184.45
-176.02,21.6435,-51.1423
414.488,-61.6726,-247.844
-269.298,-203.465,328.382
-376.695,68.8919,104.418
198.509,74.8505,174.629
46.7987,55.4377,-61.0519
39.7192,-98.5927,48.7027
-200.594,165.655,209.833
99.5941,-90.0518,24.5136
-120.326,21.265,83.6099
-100.355,12.2595,386.61
-8.14385,-441.465,278.875
-116.157,-350.971,-190.222
187.379,-211.744,282.167
78.283,216.673,59.0458
-42.2103,91.3776,-202.404
299.599,-356.411,-9.02094
42.1994,-137.345,329.728
52.5485,-331.305,121.579
0.0580169,33.7196,-227.176
103.827,181.857,21.7016
-85.034,-52.8835,-239.244
20.6326,333.201,87.2456
-104.109,-11.8934,-118.522
451.93,34.2089,-28.3589
7.6373,-126.352,188.59
-149.757,76.2674,232.098
-285.58,-112.529,159.085
214.59,200.726,11.5486
72.2553,-18.8828,164.42
55.6165,253.954,147.104
74.5716,180.945,197.037
-169.678,153.031,232.052
152.716,-455.6,52.3378
82.9842,65.374,70.4342
-418.821,-77.865,292.779
-261.483,-62.7769,-38.0424
-115.775,-177.564,-284.711
-450.495,-211.359,-333.607
39.0557,142.382,-122.249
252.629,-93.3887,89.3239
214.841,14.3631,125.682
58.2389,-246.755,111.487
-341.164,39.6401,112.695
196.02,335.911,277.434
75.3064,42.5976,222.558
228.264,125.982,95.9182
88.6279,-42.1671,-19.2465
-170.82,347.623,-339.806
42.1749,-108.666,638.001
119.843,60.8597,-325.709
-411.437,101.642,115.704
-272.687,84.5727,194.04
395.974,-62.6207,-604.564
-228.004,-189.972,-14.3105
-232.867,-200.419,-252.971
-97.3958,38.1385,-235.91
-192.314,-91.9568,301.662
111.575,-47.6731,-124.537
-348.86,-92.5401,4.14858
-162.261,645.253,256.672
-147.39,60.9942,312.63
163.083,379.407,-95.4597
171.122,-140.082,-163.916
568.056,105.728,345.903
-185.892,-297.927,46.3794
179.736,-168.386,319.58
-188.788,114.973,-120.698
-54.262,137.397,-365.777
78.189,93.7594,11.1264
151.262,31.164,-11.5769
-200.575,-294.114,129.084
111.729,33.0497,70.2261
298.389,-143.431,397.551
-6.26221,409.82,211.734
212.787,-24.9827,-92.6873
-85.2213,74.8921,61.1394
-396.367,-212.782,-125.446
171.201,57.3856,100.662
104.304,-238.433,-199.625
-104.089,229.536,-63.2399
44.9671,83.459,26.6259
-286.078,94.9113,148.872
-192.403,-40.3537,430.021
242.27,-29.3543,-366.96
-189.348,-11.2671,154.329
-69.7622,-90.7961,47.0621
-15.2609,40.1123,-153.515
104.148,-188.76,1.33107
-77.3777,344.852,-154.572
11.7644,-33.405,-31.7782
-185.668,226.292,-42.3645
-373.572,-205.053,-530.15
-37.7217,130.758,-65.9043
54.1845,-67.8422,104.532
181.549,-247.463,180.507
19.8788,-172.373,-143.324
329.458,-231.898,51.8765
145.099,22.4188,-255.997
-87.6938,-53.8866,83.2793
-70.1636,241.989,-258.901
-188.029,33.3663,-114.398
-126.745,176.668,-324.797
-180.666,139.655,-236.234
-84.704,69.175,196.798
184.941,208.077,177.915
47.0457,132.634,-180.211
-194.421,-80.5021,117.967
220.813,-285.328,-121.796
196.239,-128.108,129.295
175.981,14.0501,268.947
-47.2249,346.383,-240.604
-92.4931,7.8637,-175.369
152.79,21.0864,-108.637
-167.062,85.5753,-154.067
213.764,86.7087,-157.772
135.241,43.3359,-216.427
139.781,-15.4672,350.142
-271.869,112.443,-592.825
296.232,165.641,85.692
-241.194,-315.44,6.73994
-45.4277,163.899,0.527838
98.2995,270.607,89.4154
-35.8911,215.916,69.3765
32.1143,-58.2698,250.138
-133.987,245.372,36.4843
172.386,59.1805,-271.45
-439.869,103.057,-8.94239
-338.577,-258.236,113.748
332.733,108.054,317.662
119.994,-305.046,143.578
57.2349,332.12,-75.3244
-211.599,68.7208,-206.776
17.1807,-19.651,-19.475
-97.6005,-36.4123,-128.776
37.6843,-169.262,174.182
-295.262,-47.0992,-160.553
512.073,-225.764,116.479
116.175,-327.095,-69.0981
-88.4211,34.6145,116.78
-71.0805,-78.8382,-293.509
-11.9229,97.4614,94.1179
-84.4725,85.8171,42.3442
141.842,168.715,319.168
343.031,116.532,-205.994
-64.4305,250.007,-34.8954
38.3263,334.303,-2.55386
-93.912,-21.3663,-402.473
92.6629,-87.5617,-119.296
242.354,-304.169,17.9473
-264.888,190.735,101.099
-229.825,21.9024,-393.754
19.4821,14.8377,282.161
-292.487,239.523,269.225
-132.631,344.605,-2.69513
215.109,190.237,-86.7047
72.0258,-161.456,-21.0794
192.02,59.4417,-199.021
-438.487,-231.538,46.4997
-122.7,39.0367,264.833
-153.204,-27.677,-329.75
-80.8602,-121.523,150.784
-169.586,-20.8009,320.862
166.304,169.749,37.9964
172.156,-33.4193,-5.01757
-46.2957,-359.391,-388.362
165.515,35.3474,85.2705
-317.711,37.9742,104.556
76.1239,27.8921,129.409
233.212,-194.272,-17.0496
-16.4225,514.545,-456.62
37.8923,85.7846,237.25
80.9891,-0.130257,67.2861
299.131,-88.0238,-117.831
-109.422,109.004,171.907
-226.464,-2.5454,-63.4453
85.6657,-18.9402,-289.233
36.4,-244.124,243.239
89.9892,-101.077,-111.696
675,-105.101,-143.898
-99.8956,-62.3192,281.5
116.851,97.358,-34.2188
-76.3581,281.399,98.1211
140.152,-70.7092,-160.739
-130.335,-117.785,-127.948
239.554,-56.8559,-42.2969
29.7607,-173.769,-258.047
-84.0248,3.90441,-122.135
298.275,-29.3651,-22.1949
-318.06,-30.8998,224.44
-121.648,-279.692,258.578
97.0862,-12.9163,-191.426
276.009,64.3743,-99.7545
215.02,-257.937,321.533
-96.8273,-44.5679,-178.865
142.883,-44.7708,25.2304
-58.3368,-126.699,491.805
-44.6477,308.684,-129.812
215.583,243.943,-0.265051
-70.3489,136.175,-195.692
66.0247,124.849,123.443
-119.891,49.9703,-78.5731
210.698,88.1612,-75.9823
21.8411,29.3043,208.202
279.183,-176.204,303.1
374.434,170.374,237.288
479.472,-8.78572,310.356
-54.1269,166.227,-38.5317
-79.4507,210.876,365.891
104.153,-31.212,63.4632
-24.681,-102.866,36.6817
252.934,27.0139,-3.86527
-272.12,114.392,-86.4696
100.509,68.8289,-30.7471
-48.0595,230.318,333.12
162.038,403.646,11.846
-238.764,335.377,-244.71
175.253,-57.1372,152.8
1.07143,54.2415,27.7377
161.48,111.158,-356.537
257.68,-218.228,189.982
151.05,-17.0073,-161.47
-14.377,-13.5931,-307.034
-57.3459,142.614,-51.6773
136.01,-10.606,120.073
118.926,-16.2536,-302.672
-143.436,228.576,-37.8042
-77.3472,100.643,142.608
-173.645,-33.1231,-211.454
-126.548,-78.3242,-156.141
-132.063,290.057,24.0781
2.81418,-295.082,92.2496
-334.575,238.92,-93.7193
23.9513,-39.6949,-388.27
11.2218,-304.363,383.7
107.064,81.1801,143.3
-231.093,-24.0906,-421.071
-247.954,-80.8579,-29.5314
-19.7054,-21.9744,-225.123
-28.3649,-101.413,366.299
163.639,-185.543,91.7481
117.937,172.559,-215.136
25.2707,-49.5889,-117.259
-284.847,-124.048,367.85
417.211,169.334,-8.96076
58.1411,-267.307,-145.428
-91.9427,9.77401,2.1362
-432.348,55.3982,25.2994
42.308,366.929,-341.358
235.946,252.068,148.538
-80.9659,23.9684,28.6309
-259.753,-192.46,-427.798
63.4208,6.89091,130.624
112.851,-31.2515,-108.464
-130.747,130.876,-252.581
-32.7504,28.1741,-267.109
-25.6573,-63.2548,43.9063
-213.306,-145.34,-106.439
-15.1821,-223.932,-274.974
104.988,258.323,-9.55197
156.739,247.542,-185.842
55.741,211.197,59.0074
-7.91635,347.124,-36.0384
-153.613,-23.3199,-229.018
86.2743,-7.05032,286.105
252.229,164.66,0.818422
44.2284,-56.0915,129.619
-84.4405,-35.1435,244.849
-45.3414,468.383,-50.2795
45.0497,-46.7215,409.433
-89.1473,-218.218,86.2212
104.681,94.9991,-235.186
-275.34,-122.063,-18.0484
-64.2398,47.7343,-71.5506
-75.4418,191.281,-182.079
185.16,-223.757,-271.088
173.546,-130.1,357.636
-13.7529,-171.829,168.589
186.872,353.308,-170.638
134.61,97.3294,-209.081
342.92,195.091,-236.299
250.655,23.3453,-131.826
-117.894,-114.924,392.59
-129.661,-34.0152,-150.219
280.929,-80.5968,-299.718
366.909,127.62,31.8388
-117.519,142.24,-111.02
1.45656,-224.527,-65.5006
-116.047,200.755,14.1839
-0.310326,-123.647,-62.5324
-171.679,-145.766,23.3163
-93.0251,-145.62,-8.11728
-125.074,-117.994,-95.6399
-285.025,224.46,581.591
173.406,63.8781,12.2622
134.53,-8.88891,-4.20434
100.639,462.036,-83.9749
157.891,186.97,108.301
-383.949,76.2397,-84.179
-48.0072,63.6405,182.543
-194.549,125.766,192.137
-302.39,-63.849,-37.7434
-173.279,33.7316,-93.6265
129.522,24.7097,54.8686
-62.7318,129.379,-131.193
-251.806,63.04,482.259
106.268,24.0697,-338.922
68.718,74.2599,64.5481
131.084,-131.34,-214.938
-36.3561,-40.7311,-270.708
27.3665,-15.3149,-388.283
127.305,422.99,-113.649
243.004,259.574,-48.2055
-61.9954,-167.77,37.1171
348.98,13.7122,-160.904
115.861,-118.734,228.625
-94.689,-21.4027,17.1706
-21.8578,43.5132,189.976
93.8234,-304.477,-556.42
-325.483,-228.189,166.867
75.8575,-165.051,134.895
-296.833,196.444,588.245
-12.6936,-116.536,83.3113
250.189,15.8861,42.1762
-386.037,92.3397,223.641
-315.912,-230.073,34.5789
245.317,53.7019,-246.698
-102.127,186.522,196.084
80.1775,-47.6308,-145.593
82.032,184.544,-421.802
76.3937,-164.417,-252.465
-19.4665,-26.2213,476.836
20.2571,135.213,-47.1845
285.52,-182.572,363.208
-393.428,147.073,79.669
-114.99,68.6611,57.3065
-81.2792,-33.7539,319.189
-68.0787,66.0798,107.485
173.948,330.642,24.0881
193.802,42.4345,-129.626
-91.7931,214.099,314.724
-330.354,77.0795,-13.1102
54.7725,-503.128,-285.94
39.3148,-109.655,-221.477
54.3852,51.4101,208.034
192.249,222.016,150.406
110.271,165.082,-130.1
205.141,78.7119,-29.1253
83.0813,-48.4381,-86.9077
-40.7049,-4.98638,-50.868
-317.63,-106.724,106.227
109.022,-292.302,-138.806
196.575,-113.153,-55.3908
-2.83722,135.589,134.038
-102.898,29.2183,-185.119
-2.35221,187.651,-92.9308
12.8144,201.308,114.511
17.4423,62.6603,-234.429
421.182,10.9544,245.933
23.3125,102.054,-99.8312
-315.635,0.912554,466.778
164.694,-127.189,238.475
49.501,-26.1987,117.507
-124.199,-146.169,-86.5575
48.0783,79.6529,-17.3946
-102.407,246.652,-56.0046
176.17,229.747,-18.4172
106.441,-284.902,65.8998
-33.8693,26.7096,-451.705
-0.571048,306.29,-19.8953
30.945,-31.8006,137.374
-96.732,-291.881,-74.9107
19.7623,-57.3037,28.3978
-287.457,-92.9992,3.93704
20.0316,-155.568,-119.366
258.196,-125.386,-137.49
279.899,277.11,36.5615
-199.026,-225.615,-16.6443
177.723,-346.211,121.666
-209.26,177.333,-108.215
-215.873,19.2129,138.825
-29.1361,-21.4134,-110.269
19.4089,108.658,-180.648
-235.016,16.8582,-184.719
-354.218,-343.205,208.913
-69.654,-167.701,41.3296
256.832,-401.797,249.38
-29.1884,-38.671,-116.973
525.345,210.609,-129.42
-330.77,-142.354,66.7567
189.282,68.3922,-252.299
135.314,182.759,38.2731
122.697,-40.8785,-61.4491
-55.2475,-150.697,394.583
-124.871,523.518,-114.506
47.7456,-217.784,140.874
91.1036,-115.847,29.9037
-100.142,-278.525,189.992
233.732,-71.5103,-190.293
-150.312,48.4193,142.027
-126.335,150.721,-123.649
-206.358,178.483,142.842
53.2937,-207.336,-236.218
154.538,134.609,208.473
-34.3061,133.865,556.228
64.8943,-30.4171,-106.966
207.134,409.829,350.073
-50.8543,-144.059,-103.044
6.70326,108.095,335.264
257.152,112.921,65.1386
289.12,61.6937,20.3372
-68.4032,133.102,-42.0462
-17.4478,175.38,209.191
289.383,80.6743,284.729
-77.1113,410.454,-19.8385
-303.409,-105.338,144.426
-13.8146,181.919,-219.614
260.048,394.377,316.292
-223.901,200.31,-369.437
-100.132,275.125,182.871
126.452,128.023,15.3921
124.927,115.454,-33.9059
-156.188,132.782,-166.174
-139.874,-286.826,-241.347
-187.886,-151.576,334.917
-326.573,-8.40351,311.566
231.204,-154.24,145.755
-350.778,18.3137,169.35
148.898,-60.1299,-217.993
-202.49,-273.69,78.1226
-368.864,-236.805,183.483
-26.7269,-208.125,-417.898
37.2885,-136.329,-70.634
296.103,3.84148,260.621
-192.6,-0.812281,61.7193
267.834,112.674,-8.2201
-65.6346,203.67,-186.158
-56.8715,60.4026,-360.764
-124.759,-139.212,122.961
-57.5907,-24.8469,-357.317
23.773,-75.9432,-229.549
-193.417,26.5173,-124.429
-458.173,78.8689,256.535
221.119,-568.839,160.998
75.2241,-167.797,-127.815
72.2136,131.039,-30.1025
-18.4236,97.7086,-124.306
-35.8823,49.4184,-156.025
-15.2701,-190.621,-318.232
162.51,23.2122,52.4809
-96.5799,278.191,438.254
104.391,212.067,328.153
91.1438,7.72354,216.421
281.063,-66.1352,-142.002
-180.315,48.8212,-186.925
246.867,-207.799,-169.436
-47.1579,271.717,442.363
157.345,74.0074,6.63195
216.735,392.896,-51.1622
236.555,140.052,58.9661
326.924,131.354,-156.848
129.519,-7.8605,193.037
182.676,179.739,-111.156
-137.418,-158.116,-82.1789
-395.996,-3.27252,-159.897
217.426,-131.209,-81.3685
-61.8759,19.3983,-102.348
153.279,150.611,-301.159
-616.951,-33.1879,218.388
-170.426,-87.4778,-11.152
-191.483,-33.7772,284.091
-76.342,-227.387,-273.339
92.9662,155.55,-70.6888
-50.1532,-0.102425,-157.483
97.3855,-7.25854,296.297
19.8568,220.658,-285.351
434.401,-60.3372,236.531
71.7807,3.81301,-331.172
-426.112,149.948,227.158
86.2999,-97.0023,-23.2869
-215.332,-208.68,174.798
311.062,-27.9689,-140.211
292.655,234.772,493.227
-263.171,-155.736,-190.746
9.39412,229.992,34.4273
168.793,156.007,44.5923
-284.335,-235.34,5.80436
312.975,-49.5231,-158.261
-209.221,-240.381,-39.7416
66.6947,-105.736,-114.807
-154.291,78.8599,-127.525
263.959,3.11044,-189.178
-265.266,-229.157,110.663
-86.8328,145.308,-90.8111
-93.999,-148.866,70.7471
-159.943,127.269,-240.719
-308.756,-246.271,115.51
-20.5632,-79.0266,-152.089
-13.0784,254.218,17.8415
-69.3831,-227.454,87.5962
-254.312,228.277,-5.9104
-62.1561,85.4084,326.786
18.5429,168.223,168.73
-64.2122,67.0139,374.423
262.577,212.591,91.7439
-180.314,101.152,123.381
39.3672,-221.594,-89.6163
24.3355,-162.136,223.117
-170.461,-77.855,-239.743
-65.6224,-151.993,-338.048
-95.4379,-67.6616,139.284
181.784,-55.0277,-256.595
36.4065,-97.3072,419.828
-266.68,-357.249,-179.626
19.7389,-115.331,-22.9412
-11.3744,-274.007,205.006
5.59762,108.578,119.317
-24.3103,285.859,-332.612
-115.133,-303.509,319.956
60.3597,-212.231,26.0293
-105.533,-21.7293,271.708
-32.523,-108.462,-73.4965
154.997,515.401,-240.667
-62.8897,-15.9588,-203.014
-205.06,188.828,50.807
10.8451,339.166,95.315
-16.83,-0.530434,54.3159
-224.19,232.502,5.30304
-145.6,-163.035,-179.413
-18.6834,139.139,-131.282
-130.661,192.056,15.4744
140.57,6.14997,-74.3981
148.429,160.333,70.3826
-33.6634,27.8198,45.9104
63.4726,-12.7632,-113.702
101.023,9.79278,-179.271
-324.742,60.9527,-163.148
168.35,-58.9837,292.826
-321.029,19.9556,-110.371
189.68,183.126,-137.986
38.073,135.601,185.757
46.7996,-164.464,126.172
243.215,189.59,-19.2771
-26.1469,-151.897,-353.33
-207.924,-218.265,-75.835
335.908,-222.943,110.342
181.957,-161.19,26.2623
19.3958,-15.5111,-15.0838
34.9624,-34.7449,104.119
186.061,-496.929,-196.953
194.121,49.6683,78.0666
301.802,-194.519,355.776
-72.5284,-351.246,-95.9607
-293.748,-145.105,189.301
161.244,319.933,149.79
-69.9302,-284.23,-31.59
73.1018,-303.843,-42.8684
-213.772,-6.16489,-151.736
362.972,220.209,-42.1898
87.3115,-85.8897,-56.2333
128.253,-83.1897,312.419
-21.04,-219.496,-14.3408
